run_dir,experiment_name,family,dataset,n_samples,k,generation_seed,seed_dataset,fc_enabled,fc_lower_percentile,fc_upper_percentile,question_id,question,gold_answer,majority_answer,eigenscore,correctness_score,is_correct,unique_generations,clip_fraction
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_1358,"What noted film director and producer, born on May 14, 1944, founded the theatre audio company THX, and the visual effects company Industrial Light and Magic, among others?",,George Lucas.,-6.183490337151544,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_2310,"For a point each, name the animals mentioned in the opening verse of that classic 1876 song Home on the Range",,"The animals mentioned in the opening verse of ""Home on the Range"" are cattle, horses, and sheep.",-1.2718592200816965,,False,12,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_2471,"Anchored by the star Polaris, the constellation ursa minor represents what animal?",,The Little Bear.,-5.712504775597476,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_2559,Which of Robin Hood's Merry Men was he forced to fight with quarterstaffs on a narrow bridge?,,Little John.,-5.676379245194946,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_2678,What is Kenny's last name on the animated TV series South Park?,,Cartman.,-3.9257193541889244,,False,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_2740,"On today's date in 1908, the first of over 15 million of what automobile was first produced?",,Ford Model T.,-6.1813349441012235,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_2992,"According to Sammy Haggar, what can't he drive?",,He can't drive a car.,-1.4991777524765566,,False,11,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_3111,What famous motorhome brand took its' name from a Midwestern Native American tribe?,,Winnebago.,-5.176428754127915,,True,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_3384,"In Norse mythology, what group of female figures decides who lives and dies during battle, and then transports half of the dead to Valhalla?",,The Valkyries.,-5.5751280679697945,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_348,What Canadian province lies between British Columbia and Saskatchewan?,,Alberta.,-6.19173776274276,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_3613,"Two all beef patties, special sauce, lettuce, cheese, pickles, onions on a sesame seed bun describes what?",,A Big Mac.,-5.63794645560309,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_4371,"What author penned a satirical essay in 1729, entitled A Modest Proposal, modestly proposing that the poor should eat their babies?",,Jonathan Swift.,-6.171709454224889,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_4604,"With a motto of Always Ready, Always There, what US military branch had it's founding on Dec 14, 1636?",,The United States Marine Corps.,-3.670331763108566,,False,6,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_482,What arrow-toting Roman god is now most commonly seen around Valentine's Day?,,Cupid.,-6.170781533540226,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_51,"December 21, 1937 saw the premiere of what feature film, the first full length animated feature film?",,Snow White and the Seven Dwarfs.,-5.1446572024003245,,True,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_736,Who famously described England as “a nation of shopkeepers”?,,Adam Smith.,-4.6223531131343885,,True,4,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_10240,Which western country was the first to extend the right to vote in national elections to women?,,New Zealand.,-6.180867619380014,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_11069,What does a querulous person do?,,A querulous person is one who complains frequently and persistently about something.,-1.7939311508310891,,True,12,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_11099,With what is FIFA usually associated?,,Soccer.,-3.83121862856745,,False,6,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_11243,"Which country shares a 530 km border with Saudi Arabia on the west, south, and southeast, a 450 km border with Oman on the southeast and northeast, and a smaller border with Qatar in the northwest?",,Yemen.,-4.18501272745941,,False,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_12041,"What was the name of the operation whereby 1,373 U.S. citizens and 5,595 Vietnamese and foreign nationals were evacuated from the South Vietnamese capital of Saigon on 29 and 30 April 1975?",,Operation Frequent Wind.,-6.169056263589654,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_1392,"What is the former name of Helsingor, Denmark?",,Helsingør.,-5.577893017491957,,False,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_14348,One of the largest countries in Africa derived its food wealth for thousands of years from the regular flooding of which river?,,The Nile River.,-5.695445122134236,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_14939,"Marat, Robespierre, Danton are names associated with what event at the end of the 18th century?",,The French Revolution.,-5.5577721415138175,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_1527,"In a film script, what do the letters ECU mean?",,Electronic Control Unit.,-2.32842073920171,,False,8,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_15539,"Which is the style of music, characterised by staccato offbeat rhythms, and owing much to the influence of mento, jazz, ska and rhythm and blues?",,Calypso.,-3.1577184948950134,,False,7,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_1849,What is the name for the point in the lunar orbit when the moon is nearest to the earth?,,Perigee.,-6.1873208496079215,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_186,"What game, created in 1904 by a quaker, Elizabeth (Lizzie) Phillips, when revised by Charles Darrow and others became one of the world's most played commercial board games?",,Monopoly.,-6.17830965173547,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_1933,"What remake of a British science-fiction serial broadcast by BBC Television in the summer of 1953 was staged live by BBC Four in 2005 with actors Jason Flemyng, Mark Gatiss, Andrew Tiernan, Indira Varma, David Tennant and Adrian Bower?",,The Quatermass and the Pit.,-5.054511525964416,,False,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_2146,In which city are the Oscar statuettes made?,,"Los Angeles, California.",-4.646442794837872,,False,4,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_2173,"""From which sport do we get the expression """"par for the course""""?""",,Golf.,-4.301983599866968,,True,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_3450,In which country is Lake Como?,,Italy.,-6.1815466406281585,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_3467,"Which conflict began in England in 1455 after King Henry VI, following a troubled reign, had a long period of mental withdrawal?",,The Wars of the Roses.,-6.173590633060622,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_3596,"Where, since 1839, is the Grand National Steeplechase run over 4 1/2 miles in England in March?",,Aintree.,-5.265846518592921,,True,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_3752,What was the name of Canada's first woman Prime Minister?,,Kim Campbell.,-5.612713629504735,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_3850,Where was the final of the 1999 Rugby World Cup held?,,"Glasgow, Scotland.",-3.1305384188699064,,False,8,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_5942,What is the name for the act of murdering of one's own sister?,,Sororicide.,-4.21995678851478,,True,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_6220,"""Someone who deprives themselves of sleep is said to be """"burning the ... what ... at both ends""""?""",,burning the midnight oil.,-4.209462883918818,,False,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_6247,Sherlock Holmes was proficient in which fictional martial art invented by Sir Arthur Conan Doyle?,,Judo.,-5.187865016456844,,False,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_6358,What name is given to the syndrome which involves a delusion that the affected person can transform or has transformed into an animal?,,Zoanthropy.,-2.77552094891726,,False,8,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_6504,What is the name of the tool used to sharpen a knife?,,Whetstone.,-5.712628855357734,,False,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_6656,"The Ironman World Championship, which has been held annually in Hawaii since 1978, with an additional race in 1982, involves which sport?",,Ironman triathlon.,-5.640152855344496,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_6822,Formula 1 driver Ayrton Senna died while leading the 1994 San Marino Grand Prix at which motor racing circuit?,,Imola.,-6.180369547879222,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_6825,In which novel does Michael Henchard sell his wife and child for 5 guineas?,,Jude the Obscure by Thomas Hardy.,-3.996075615964198,,False,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_7092,"In 2003, what character was voted by the American Film Institute to be the greatest hero in American film?",,Rocky Balboa.,-3.597006664489829,,False,6,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_740,"What gambling game, requiring only two coins to play, was popular with Australian and New Zealand soldiers in World War II?",,Craps.,-2.9981741520917318,,False,7,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_7457,"""The song """"Love is All Around"""" by Wet Wet Wet featured on the soundtrack for which 1994 film?""",,Four Weddings and a Funeral.,-6.170045631060985,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_8251,Alan Bates played an escaped convict who was mistaken for the son of God in which 1961 film?,,King of Kings.,-4.680403423348138,,False,4,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_8611,"What is the next in the series: Nigeria, Sierra Leone, Tanganyika, Uganda, Zanzibar, Kenya, Malawi, Zambia, Gambia, Botswana, Lesotho, Mauritius",,Tanzania.,-5.685208521416856,,False,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_9163,Which member of the British royal family was born on 8/8/88?,,Princess Eugenie of York.,-3.6553252349739593,,True,6,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qw_9997,"On 31 May 2010, the President of which country announced his resignation after local politicians criticised comments he made in relation to overseas military deployments?",,The President of Ireland.,0.008821581565967306,,False,13,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_2532,What is the name of the London Underground station in EastEnders?,,Walford East.,-6.176397971668736,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_3041,Who killed Robert F Kennedy?,,Sirhan Sirhan.,-5.568872795060424,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_340,Who wrote The Importance Of Being Earnest?,,Oscar Wilde.,-6.173954857566825,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_3433,Who designed Madonna's wedding dress for her marriage to Guy Ritchie?,,Stella McCartney.,-4.290476404638315,,True,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_3760,Which Eastenders character had a dog called Willy?,,Phil Mitchell's dog was named Willy.,-1.2697504787721283,,False,13,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_3863,Who lives in the Hundred Acre Wood?,,Winnie the Pooh and his animal friends.,-0.6975686766340566,,True,16,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_4175,"In Risk, what colour is Europe?",,Red.,-2.881541358418656,,False,8,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_4540,"Which London river, now flowing underground, rises in Hampstead, flows through St. Pancras, down Farringdon Street and enters the Thames by Blackfriars Bridge?",,The River Fleet.,-5.259134905052055,,True,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_5462,Who painted Girl with a Pearl Earring?,,Johannes Vermeer.,-6.162269344400019,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_603,In which city would you find O'Hare International Airport?,,Chicago.,-6.189247870079752,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_6079,Which method of painting consists of applying pigment to wet plaster?,,Fresco.,-5.0558445582723355,,True,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_6235,Captain Corelli's mandolin is a book a film set in which country,,Greece.,-6.179500064219212,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_6273,Who was the second wife of Henry VIII?,,Anne Boleyn.,-6.18159896755498,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_6687,What song was a hit for Tom Jones and Cerys Matthews in 1999?,,"""Baby, It's Cold Outside.""",-3.3127212501297114,,True,7,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_755,"Which serial killer is the subject of the films A Study In Terror, Murder By Decree and From Hell?",,Jack the Ripper.,-6.179326441241223,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_78,What number in Bingo is sometimes referred to as Heinz varieties?,,Number 57.,-5.653836782425512,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qz_952,What word is given to a point in tennis which has to be replayed?,,Let,-5.566443552855656,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,sfq_10250,Which is the only mythical creature found in the Chinese zodiac?,,The Dragon.,-4.138804786764607,,True,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,sfq_10334,In which Thomas Hardy novel does Michael Henchard appear?,,Jude the Obscure.,-6.186736691939467,,False,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,sfq_10482,"""""""Love Never Dies"""" is the sequel to which stage musical?""",,The Phantom of the Opera.,-4.188621605634251,,True,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,sfq_10716,Which of the United States of America is known as the Old Colony State?,,Massachusetts.,-6.1704097497303945,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,sfq_11415,2012 is the Chinese year of which creature?,,Dragon.,-5.2970166868152635,,True,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,sfq_11799,"Deborah Cavendish, Dowager Duchess of Devonshire is the last survivor of which family of siblings?",,The Cavendish family.,-6.182700440772765,,False,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,sfq_11959,"In which city was Pablo Picasso born, in 1881?",,"Málaga, Spain.",-6.184851807811536,,True,1,
